Normal,Foil,Name,Set,Card Number,Color,Rarity,Price,Foil Price,Title,SubTitle
8,1,Tor*Florist,4,91,Emerald,Common,$0.04,$0.13,Tor,Florist
9,0,Zeus*Mr. Lightning Bolts,4,92,Emerald,Super Rare,$0.19,$0.81,Zeus,Mr. Lightning Bolts
8,1,Dodge!,4,93,Emerald,Common,$0.07,$0.17,Dodge!,
8,2,Make The Potion,4,94,Emerald,Common,$0.06,$0.19,Make The Potion,
8,0,Under The Sea,4,95,Emerald,Rare,$0.39,$2.07,Under The Sea,
8,1,Ursula's Trickery,4,96,Emerald,Uncommon,$0.10,$0.38,Ursula's Trickery,
9,0,We Don't Talk About Bruno,4,97,Emerald,Rare,$0.84,$3.65,We Don't Talk About Bruno,
8,1,Hidden Inkcaster,4,98,Emerald,Common,$0.11,$0.29,Hidden Inkcaster,
8,1,Signed Contract,4,99,Emerald,Uncommon,$0.07,$0.30,Signed Contract,
8,2,Vision Slab,4,100,Emerald,Uncommon,$0.11,$0.38,Vision Slab,
8,3,Hidden Cove*Tranquil Haven,4,101,Emerald,Common,$0.12,$0.48,Hidden Cove,Tranquil Haven
7,1,Ursula's Garden*Full of the Unfortunate,4,102,Emerald,Rare,$0.20,$0.56,Ursula's Garden,Full of the Unfortunate
8,1,Beast*Wounded,4,103,Ruby,Uncommon,$0.09,$0.35,Beast,Wounded
8,4,Benja*Bold Uniter,4,104,Ruby,Common,$0.05,$0.15,Benja,Bold Uniter
8,4,Fa Zhou*Mulan's Father,4,105,Ruby,Common,$0.05,$0.14,Fa Zhou,Mulan's Father
8,1,Flynn Rider*Frenemy,4,106,Ruby,Super Rare,$4.84,$11.16,Flynn Rider,Frenemy
5,1,Goofy*Super Goof,4,107,Ruby,Rare,$0.87,$9.02,Goofy,Super Goof
8,5,Hercules*Clumsy Kid,4,108,Ruby,Common,$0.04,$0.15,Hercules,Clumsy Kid
8,3,Hercules*Daring Demigod,4,109,Ruby,Uncommon,$0.07,$0.46,Hercules,Daring Demigod
8,2,Khan*Beloved Steed,4,110,Ruby,Uncommon,$0.06,$0.32,Khan,Beloved Steed
8,2,Li Shang*General's Son,4,111,Ruby,Common,$0.08,$0.15,Li Shang,General's Son
8,0,Li Shang*Valorous General,4,112,Ruby,Uncommon,$0.08,$0.32,Li Shang,Valorous General
4,2,Lumiere*Fiery Friend,4,113,Ruby,Rare,$0.25,$1.29,Lumiere,Fiery Friend
4,0,Mulan*Elite Archer,4,114,Ruby,Legendary,$3.54,$4.53,Mulan,Elite Archer
8,1,Mulan*Enemy of Entanglement,4,115,Ruby,Uncommon,$0.09,$0.35,Mulan,Enemy of Entanglement
8,2,Mulan*Injured Soldier,4,116,Ruby,Common,$0.08,$0.44,Mulan,Injured Soldier
8,0,Namaari*Heir of Fang,4,117,Ruby,Rare,$0.13,$0.51,Namaari,Heir of Fang
8,2,Nessus*River Guardian,4,118,Ruby,Uncommon,$0.03,$0.24,Nessus,River Guardian
10,0,Noi*Acrobatic Baby,4,119,Ruby,Super Rare,$0.16,$0.51,Noi,Acrobatic Baby
8,1,Pegasus*Flying Steed,4,120,Ruby,Common,$0.06,$0.24,Pegasus,Flying Steed
8,0,Raya*Fierce Protector,4,121,Ruby,Super Rare,$0.24,$0.51,Raya,Fierce Protector
8,2,Raya*Guardian of the Dragon Gem,4,122,Ruby,Common,$0.06,$0.14,Raya,Guardian of the Dragon Gem
8,1,Sisu*Daring Visitor,4,123,Ruby,Uncommon,$0.17,$4.67,Sisu,Daring Visitor
6,0,Sisu*Emboldened Warrior,4,124,Ruby,Rare,$2.89,$11.22,Sisu,Emboldened Warrior
5,0,Sisu*Empowered Sibling,4,125,Ruby,Legendary,$25.89,$34.23,Sisu,Empowered Sibling
8,0,Tong*Survivor,4,126,Ruby,Common,$0.04,$0.15,Tong,Survivor
9,1,Tuk Tuk*Lively Partner,4,127,Ruby,Rare,$0.24,$1.19,Tuk Tuk,Lively Partner
8,1,A Pirate's Life,4,128,Ruby,Uncommon,$0.22,$14.75,A Pirate's Life,
7,2,Be King Undisputed,4,129,Ruby,Rare,$0.38,$1.84,Be King Undisputed,
8,3,Brawl,4,130,Ruby,Common,$0.39,$3.12,Brawl,
6,1,Imperial Proclamation,4,131,Ruby,Rare,$0.19,$0.66,Imperial Proclamation,
8,1,Medallion Weights,4,132,Ruby,Uncommon,$0.08,$0.34,Medallion Weights,
8,1,The Plank,4,133,Ruby,Common,$0.05,$0.20,The Plank,
8,2,Vitalisphere,4,134,Ruby,Common,$0.09,$0.67,Vitalisphere,
10,0,Snuggly Duckling*Disreputable Pub,4,135,Ruby,Rare,$0.19,$0.51,Snuggly Duckling,Disreputable Pub
8,1,Training Grounds*Impossible Pillar,4,136,Ruby,Common,$0.05,$0.16,Training Grounds,Impossible Pillar
8,1,Anna*Braving the Storm,4,137,Sapphire,Common,$0.05,$0.30,Anna,Braving the Storm
7,4,Anna*True-Hearted,4,138,Sapphire,Super Rare,$0.38,$0.72,Anna,True-Hearted
7,0,Ariel*Treasure Collector,4,139,Sapphire,Super Rare,$0.77,$3.15,Ariel,Treasure Collector
9,1,Aurora*Lore Guardian,4,140,Sapphire,Super Rare,$0.29,$1.23,Aurora,Lore Guardian
8,1,Aurora*Tranquil Princess,4,141,Sapphire,Common,$0.05,$0.20,Aurora,Tranquil Princess
10,0,Dang Hu*Talon Chief,4,142,Sapphire,Rare,$0.10,$0.31,Dang Hu,Talon Chief
9,2,Fa Li*Mulan's Mother,4,143,Sapphire,Common,$0.05,$0.13,Fa Li,Mulan's Mother
8,2,Flounder*Collector's Companion,4,144,Sapphire,Uncommon,$0.08,$0.33,Flounder,Collector's Companion
8,1,Hades*Meticulous Plotter,4,145,Sapphire,Uncommon,$0.07,$0.25,Hades,Meticulous Plotter
8,3,Hans*Noble Scoundrel,4,146,Sapphire,Common,$0.07,$0.20,Hans,Noble Scoundrel
8,1,Iduna*Caring Mother,4,147,Sapphire,Uncommon,$0.05,$0.29,Iduna,Caring Mother
7,0,John Silver*Terror of the Realm,4,148,Sapphire,Rare,$0.12,$0.36,John Silver,Terror of the Realm
8,1,Olaf*Carrot Enthusiast,4,149,Sapphire,Uncommon,$0.10,$0.32,Olaf,Carrot Enthusiast
8,4,Olaf*Trusting Companion,4,150,Sapphire,Common,$0.04,$0.24,Olaf,Trusting Companion
8,1,Pascal*Inquisitive Pet,4,151,Sapphire,Common,$0.08,$0.24,Pascal,Inquisitive Pet
9,2,Prince Phillip*Gallant Defender,4,152,Sapphire,Rare,$0.14,$0.48,Prince Phillip,Gallant Defender
7,0,Rapunzel*Appreciative Artist,4,153,Sapphire,Rare,$0.11,$0.52,Rapunzel,Appreciative Artist
8,3,Scuttle*Expert on Humans,4,154,Sapphire,Uncommon,$0.11,$0.78,Scuttle,Expert on Humans
8,1,Sisu*Wise Friend,4,155,Sapphire,Uncommon,$0.04,$0.26,Sisu,Wise Friend
5,0,The Queen*Diviner,4,156,Sapphire,Legendary,$2.43,$5.81,The Queen,Diviner
8,1,Transformed Chef*Castle Stove,4,157,Sapphire,Common,$0.04,$0.14,Transformed Chef,Castle Stove
4,0,Triton*Champion of Atlantica,4,158,Sapphire,Legendary,$0.87,$2.40,Triton,Champion of Atlantica
9,1,Triton*Discerning King,4,159,Sapphire,Rare,$0.28,$0.84,Triton,Discerning King
8,2,Triton*Young Prince,4,160,Sapphire,Uncommon,$0.07,$0.42,Triton,Young Prince
8,0,Tuk Tuk*Curious Partner,4,161,Sapphire,Common,$0.05,$0.16,Tuk Tuk,Curious Partner
8,2,Dig A Little Deeper,4,162,Sapphire,Uncommon,$0.07,$0.41,Dig A Little Deeper,
8,3,Glean,4,163,Sapphire,Common,$0.08,$0.20,Glean,
8,3,Seldom All They Seem,4,164,Sapphire,Common,$0.07,$0.17,Seldom All They Seem,
9,2,Treasures Untold,4,165,Sapphire,Rare,$0.18,$0.54,Treasures Untold,
9,1,Field Of Ice,4,166,Sapphire,Rare,$0.15,$0.47,Field Of Ice,
8,1,Great Stone Dragon,4,167,Sapphire,Uncommon,$0.18,$1.48,Great Stone Dragon,
8,3,Ice Block,4,168,Sapphire,Common,$0.14,$0.83,Ice Block,
8,0,Ariel's Grotto*A Secret Place,4,169,Sapphire,Rare,$0.23,$0.49,Ariel's Grotto,A Secret Place
8,2,Winter Camp*Medical Tent,4,170,Sapphire,Common,$0.06,$0.23,Winter Camp,Medical Tent
8,1,Aladdin*Brave Rescuer,4,171,Steel,Uncommon,$0.11,$0.60,Aladdin,Brave Rescuer
8,2,Aladdin*Resolute Swordsman,4,172,Steel,Common,$0.04,$0.19,Aladdin,Resolute Swordsman
8,1,Arges*The Cyclops,4,173,Steel,Common,$0.10,$0.25,Arges,The Cyclops
8,2,Ariel*Determined Mermaid,4,174,Steel,Common,$0.06,$0.22,Ariel,Determined Mermaid
8,0,Ariel*Sonic Warrior,4,175,Steel,Super Rare,$0.53,$2.50,Ariel,Sonic Warrior
8,1,Beast*Thick-Skinned,4,176,Steel,Common,$0.08,$0.16,Beast,Thick-Skinned
8,3,Chi-Fu*Imperial Advisor,4,177,Steel,Uncommon,$0.08,$0.32,Chi-Fu,Imperial Advisor
8,4,Chien-Po*Imperial Soldier,4,178,Steel,Common,$0.11,$0.38,Chien-Po,Imperial Soldier
4,0,Donald Duck*Buccaneer,4,179,Steel,Legendary,$2.69,$4.41,Donald Duck,Buccaneer
8,1,Hercules*Beloved Hero,4,180,Steel,Rare,$0.18,$0.37,Hercules,Beloved Hero
7,1,LeFou*Opportunistic Flunky,4,181,Steel,Rare,$0.14,$0.48,LeFou,Opportunistic Flunky
8,2,Li Shang*Imperial Captain,4,182,Steel,Uncommon,$0.05,$0.26,Li Shang,Imperial Captain
8,1,Ling*Imperial Soldier,4,183,Steel,Uncommon,$0.07,$0.38,Ling,Imperial Soldier
8,1,Luisa Madrigal*Rock of the Family,4,184,Steel,Common,$0.08,$0.13,Luisa Madrigal,Rock of the Family
8,4,Magic Broom*Aerial Cleaner,4,185,Steel,Common,$0.15,$0.30,Magic Broom,Aerial Cleaner
11,3,Magic Broom*Brigade Commander,4,186,Steel,Super Rare,$0.38,$1.10,Magic Broom,Brigade Commander
10,0,Mickey Mouse*Playful Sorcerer,4,187,Steel,Rare,$0.98,$1.85,Mickey Mouse,Playful Sorcerer
8,1,Mickey Mouse*Standard Bearer,4,188,Steel,Common,$0.07,$0.22,Mickey Mouse,Standard Bearer
8,2,Mulan*Armored Fighter,4,189,Steel,Uncommon,$0.09,$0.28,Mulan,Armored Fighter
10,2,Philoctetes*No-Nonsense Instructor,4,190,Steel,Rare,$0.32,$1.05,Philoctetes,No-Nonsense Instructor
4,1,Piglet*Sturdy Swordsman,4,191,Steel,Legendary,$1.01,$2.99,Piglet,Sturdy Swordsman
6,2,Rajah*Royal Protector,4,192,Steel,Rare,$0.15,$0.47,Rajah,Royal Protector
7,2,Raya*Unstoppable Force,4,193,Steel,Super Rare,$0.21,$0.50,Raya,Unstoppable Force
8,5,Yao*Imperial Soldier,4,194,Steel,Common,$0.05,$0.09,Yao,Imperial Soldier
8,2,Avalanche,4,195,Steel,Uncommon,$0.16,$0.30,Avalanche,
8,2,"I Find 'Em, I Flatten 'Em",4,196,Steel,Uncommon,$0.13,$0.47,"I Find 'Em, I Flatten 'Em",
14,0,One Last Hope,4,197,Steel,Rare,$0.15,$0.90,One Last Hope,
8,1,The Mob Song,4,198,Steel,Uncommon,$0.10,$0.29,The Mob Song,
8,1,Triton's Decree,4,199,Steel,Common,$0.09,$0.22,Triton's Decree,
8,3,Fortisphere,4,200,Steel,Common,$0.21,$0.90,Fortisphere,
8,1,Imperial Bow,4,201,Steel,Uncommon,$0.11,$0.39,Imperial Bow,
7,0,RLS Legacy's Cannon,4,202,Steel,Rare,$0.11,$0.52,RLS Legacy's Cannon,
11,1,The Wall*Border Fortress,4,203,Steel,Rare,$0.14,$0.49,The Wall,Border Fortress
8,2,Thebes*The Big Olive,4,204,Steel,Common,$0.05,$0.24,Thebes,The Big Olive
0,0,Cinderella*Melody Weaver,4,205,Amber,Enchanted,$71.49,$71.49,Cinderella,Melody Weaver
0,0,Minnie Mouse*Musketeer Champion,4,206,Amber,Enchanted,$60.10,$60.10,Minnie Mouse,Musketeer Champion
0,1,Look At This Family,4,207,Amber,Enchanted,$44.37,$44.37,Look At This Family,
0,0,Ursula*Sea Witch Queen,4,208,Amethyst,Enchanted,$59.40,$59.40,Ursula,Sea Witch Queen
0,0,Yen Sid*Powerful Sorcerer,4,209,Amethyst,Enchanted,$53.43,$53.43,Yen Sid,Powerful Sorcerer
0,0,Second Star To The Right,4,210,Amethyst,Enchanted,$38.50,$38.50,Second Star To The Right,
0,0,Diablo*Devoted Herald,4,211,Emerald,Enchanted,$157.39,$157.39,Diablo,Devoted Herald
0,0,Jasmine*Desert Warrior,4,212,Emerald,Enchanted,$59.19,$59.19,Jasmine,Desert Warrior
0,1,We Don't Talk About Bruno,4,213,Emerald,Enchanted,$82.33,$82.33,We Don't Talk About Bruno,
0,1,Goofy*Super Goof,4,214,Ruby,Enchanted,$99.82,$99.82,Goofy,Super Goof
0,0,Sisu*Empowered Sibling,4,215,Ruby,Enchanted,$156.23,$156.23,Sisu,Empowered Sibling
0,0,Snuggly Duckling*Disreputable Pub,4,216,Ruby,Enchanted,$28.47,$28.47,Snuggly Duckling,Disreputable Pub
0,1,Anna*True-Hearted,4,217,Sapphire,Enchanted,$73.18,$73.18,Anna,True-Hearted
0,0,The Queen*Diviner,4,218,Sapphire,Enchanted,$56.71,$56.71,The Queen,Diviner
0,0,Ariel's Grotto*A Secret Place,4,219,Sapphire,Enchanted,$26.67,$26.67,Ariel's Grotto,A Secret Place
0,0,Ariel*Sonic Warrior,4,220,Steel,Enchanted,$155.72,$155.72,Ariel,Sonic Warrior
0,0,Piglet*Sturdy Swordsman,4,221,Steel,Enchanted,$56.24,$56.24,Piglet,Sturdy Swordsman
0,0,The Wall*Border Fortress,4,222,Steel,Enchanted,$29.75,$29.75,The Wall,Border Fortress
0,1,Yen Sid*Powerful Sorcerer,4,223,Amethyst,Legendary,$6.38,$6.38,Yen Sid,Powerful Sorcerer
0,1,Mulan*Elite Archer,4,224,Ruby,Legendary,$3.93,$3.93,Mulan,Elite Archer
0,1,Mickey Mouse*Playful Sorcerer,4,225,Steel,Rare,$2.52,$2.52,Mickey Mouse,Playful Sorcerer
11,0,Koda*Talkative Cub,5,1,Amber,Rare,$0.15,$0.67,Koda,Talkative Cub
13,5,Nala*Mischievous Cub,5,2,Amber,Uncommon,$0.08,$0.30,Nala,Mischievous Cub
6,0,Prince Naveen*Ukulele Player,5,3,Amber,Legendary,$6.28,$11.49,Prince Naveen,Ukulele Player
21,3,Rutt*Northern Moose,5,4,Amber,Common,$0.04,$0.17,Rutt,Northern Moose
20,4,Kenai*Big Brother,5,5,Amber,Common,$0.06,$0.19,Kenai,Big Brother
19,3,Vanellope von Schweetz*Sugar Rush Champ,5,6,Amber,Common,$0.07,$0.22,Vanellope von Schweetz,Sugar Rush Champ
20,5,Tuke*Northern Moose,5,7,Amber,Common,$0.05,$0.13,Tuke,Northern Moose
19,1,Lilo*Junior Cake Decorator,5,8,Amber,Common,$0.04,$0.16,Lilo,Junior Cake Decorator
18,1,Vanellope von Schweetz*Candy Mechanic,5,9,Amber,Common,$0.07,$0.18,Vanellope von Schweetz,Candy Mechanic
19,3,"Fix-It Felix, Jr.*Trusty Builder",5,10,Amber,Common,$0.05,$0.15,"Fix-It Felix, Jr.",Trusty Builder
18,1,Gazelle*Pop Star,5,11,Amber,Common,$0.07,$0.22,Gazelle,Pop Star
20,1,"Fix-It Felix, Jr.*Niceland Steward",5,12,Amber,Uncommon,$0.07,$0.43,"Fix-It Felix, Jr.",Niceland Steward
17,1,Kristoff*Reindeer Keeper,5,13,Amber,Rare,$0.15,$0.56,Kristoff,Reindeer Keeper
5,0,Mirabel Madrigal*Family Gatherer,5,14,Amber,Legendary,$1.32,$2.59,Mirabel Madrigal,Family Gatherer
11,0,Minnie Mouse*Drum Major,5,15,Amber,Super Rare,$0.18,$0.71,Minnie Mouse,Drum Major
5,1,Daisy Duck*Donald's Date,5,16,Amber,Super Rare,$7.98,$14.36,Daisy Duck,Donald's Date
20,2,"Fix-It Felix, Jr.*Delighted Sightseer",5,17,Amber,Common,$0.06,$0.27,"Fix-It Felix, Jr.",Delighted Sightseer
11,2,Moana*Determined Explorer,5,18,Amber,Rare,$0.20,$0.74,Moana,Determined Explorer
12,2,Vanellope von Schweetz*Sugar Rush Princess,5,19,Amber,Rare,$0.32,$0.92,Vanellope von Schweetz,Sugar Rush Princess
13,1,Alan-a-Dale*Rockin' Rooster,5,20,Amber,Uncommon,$0.07,$0.56,Alan-a-Dale,Rockin' Rooster
14,3,Wreck-It Ralph*Admiral Underpants,5,21,Amber,Rare,$0.20,$0.65,Wreck-It Ralph,Admiral Underpants
12,2,Maid Marian*Lady of the Lists,5,22,Amber,Uncommon,$0.07,$0.25,Maid Marian,Lady of the Lists
13,0,Sven*Reindeer Steed,5,23,Amber,Uncommon,$0.13,$0.75,Sven,Reindeer Steed
18,2,Minnie Mouse*Compassionate Friend,5,24,Amber,Common,$0.05,$0.19,Minnie Mouse,Compassionate Friend
14,2,Try Everything,5,25,Amber,Uncommon,$0.05,$0.34,Try Everything,
19,5,Healing Touch,5,26,Amber,Common,$0.04,$0.16,Healing Touch,
7,0,Revive,5,27,Amber,Rare,$0.16,$0.82,Revive,
12,4,Blast From Your Past,5,28,Amber,Super Rare,$0.16,$0.89,Blast From Your Past,
12,1,Invited to the Ball,5,29,Amber,Uncommon,$0.08,$0.33,Invited to the Ball,
18,2,Healing Decanter,5,30,Amber,Common,$0.06,$0.20,Healing Decanter,
13,2,Queen's Sensor Core,5,31,Amber,Rare,$0.53,$1.59,Queen's Sensor Core,
14,1,Amber Chromicon,5,32,Amber,Uncommon,$0.10,$0.36,Amber Chromicon,
13,1,Rapunzel's Tower*Secluded Prison,5,33,Amber,Uncommon,$0.14,$0.48,Rapunzel's Tower,Secluded Prison
9,0,Pride Lands*Jungle Oasis,5,34,Amber,Rare,$0.17,$0.97,Pride Lands,Jungle Oasis
11,3,Maleficent*Formidable Queen,5,35,Amethyst,Super Rare,$0.20,$1.04,Maleficent,Formidable Queen
19,3,The Nokk*Mythical Spirit,5,36,Amethyst,Common,$0.05,$0.15,The Nokk,Mythical Spirit
19,3,Cogsworth*Illuminary Watchman,5,37,Amethyst,Common,$0.09,$0.56,Cogsworth,Illuminary Watchman
20,3,Merlin*Turtle,5,38,Amethyst,Common,$0.10,$0.33,Merlin,Turtle
19,3,Archimedes*Exasperated Owl,5,39,Amethyst,Common,$0.06,$0.18,Archimedes,Exasperated Owl
13,3,Bruni*Fire Salamander,5,40,Amethyst,Uncommon,$0.09,$0.45,Bruni,Fire Salamander
20,5,Earth Giant*Living Mountain,5,41,Amethyst,Common,$0.06,$0.15,Earth Giant,Living Mountain
18,3,Gale*Wind Spirit,5,42,Amethyst,Common,$0.06,$0.17,Gale,Wind Spirit
19,3,White Rabbit*Royal Herald,5,43,Amethyst,Common,$0.05,$0.20,White Rabbit,Royal Herald
14,0,Madam Mim*Elephant,5,44,Amethyst,Super Rare,$0.45,$2.09,Madam Mim,Elephant
9,2,Luisa Madrigal*Entertaining Muscle,5,45,Amethyst,Rare,$0.19,$0.41,Luisa Madrigal,Entertaining Muscle
12,2,Anna*Mystical Majesty,5,46,Amethyst,Rare,$0.18,$0.78,Anna,Mystical Majesty
15,1,Archimedes*Electrified Owl,5,47,Amethyst,Uncommon,$0.08,$0.47,Archimedes,Electrified Owl
6,0,Elsa*The Fifth Spirit,5,48,Amethyst,Super Rare,$5.22,$7.17,Elsa,The Fifth Spirit
4,0,Genie*Main Attraction,5,49,Amethyst,Legendary,$1.22,$3.70,Genie,Main Attraction
12,1,Olaf*Happy Passenger,5,50,Amethyst,Rare,$0.13,$0.40,Olaf,Happy Passenger
13,4,Maleficent*Vexed Partygoer,5,51,Amethyst,Uncommon,$0.11,$0.27,Maleficent,Vexed Partygoer
13,0,Monstro*Whale of a Whale,5,52,Amethyst,Uncommon,$0.06,$0.29,Monstro,Whale of a Whale
8,0,Magica De Spell*Cruel Sorceress,5,53,Amethyst,Rare,$0.17,$0.79,Magica De Spell,Cruel Sorceress
20,3,Maleficent*Vengeful Sorceress,5,54,Amethyst,Common,$0.11,$0.24,Maleficent,Vengeful Sorceress
7,2,Rafiki*Shaman Duelist,5,55,Amethyst,Rare,$0.15,$0.83,Rafiki,Shaman Duelist
18,2,Anna*Eager Acolyte,5,56,Amethyst,Common,$0.08,$0.23,Anna,Eager Acolyte
12,4,King of Hearts*Monarch of Wonderland,5,57,Amethyst,Uncommon,$0.05,$0.23,King of Hearts,Monarch of Wonderland
4,0,Camilo Madrigal*Family Copycat,5,58,Amethyst,Legendary,$0.93,$2.12,Camilo Madrigal,Family Copycat
20,2,Hypnotic Strength,5,59,Amethyst,Common,$0.05,$0.21,Hypnotic Strength,
12,0,Finders Keepers,5,60,Amethyst,Uncommon,$0.07,$0.54,Finders Keepers,
12,3,We Know The Way,5,61,Amethyst,Rare,$0.13,$0.49,We Know The Way,
14,1,Gathering Knowledge And Wisdom,5,62,Amethyst,Common,$0.13,$0.69,Gathering Knowledge And Wisdom,
12,1,Magical Aid,5,63,Amethyst,Uncommon,$0.07,$0.34,Magical Aid,
19,0,Retrosphere,5,64,Amethyst,Common,$0.06,$0.19,Retrosphere,
10,1,Half Hexwell Crown,5,65,Amethyst,Rare,$0.12,$0.37,Half Hexwell Crown,
13,1,Amethyst Chromicon,5,66,Amethyst,Uncommon,$0.20,$1.21,Amethyst Chromicon,
6,4,Elsa's Ice Palace*Place of Solitude,5,67,Amethyst,Rare,$0.22,$0.95,Elsa's Ice Palace,Place of Solitude
8,3,The Library*A Gift for Belle,5,68,Amethyst,Uncommon,$0.49,$10.90,The Library,A Gift for Belle
9,3,Robin Hood*Timely Contestant,5,69,Emerald,Rare,$0.17,$0.92,Robin Hood,Timely Contestant
12,2,Shenzi*Scar's Accomplice,5,70,Emerald,Uncommon,$0.08,$0.36,Shenzi,Scar's Accomplice
12,2,Little John*Camp Cook,5,71,Emerald,Uncommon,$0.07,$0.30,Little John,Camp Cook
19,3,Zazu*Advisor to Mufasa,5,72,Emerald,Common,$0.05,$0.17,Zazu,Advisor to Mufasa
20,2,Ulf*Mime,5,73,Emerald,Common,$0.05,$0.17,Ulf,Mime
17,3,Ed*Laughing Hyena,5,74,Emerald,Common,$0.05,$0.23,Ed,Laughing Hyena
19,2,Flora*Good Fairy,5,75,Emerald,Common,$0.04,$0.14,Flora,Good Fairy
19,4,Merryweather*Good Fairy,5,76,Emerald,Common,$0.04,$0.19,Merryweather,Good Fairy
17,3,Robin Hood*Archery Contestant,5,77,Emerald,Common,$0.06,$0.17,Robin Hood,Archery Contestant
19,3,Fauna*Good Fairy,5,78,Emerald,Common,$0.05,$0.14,Fauna,Good Fairy
13,0,Iago*Fake Flamingo,5,79,Emerald,Rare,$0.16,$0.58,Iago,Fake Flamingo
14,0,Banzai*Gluttonous Predator,5,80,Emerald,Rare,$0.98,$3.80,Banzai,Gluttonous Predator
13,1,Ed*Hysterical Partygoer,5,81,Emerald,Uncommon,$0.06,$0.35,Ed,Hysterical Partygoer
7,0,Scroop*Odious Mutineer,5,82,Emerald,Super Rare,$0.18,$0.69,Scroop,Odious Mutineer
12,1,Prince Phillip*Swordsman of the Realm,5,83,Emerald,Super Rare,$0.19,$0.49,Prince Phillip,Swordsman of the Realm
4,0,Clarabelle*Light on Her Hooves,5,84,Emerald,Legendary,$20.88,$23.12,Clarabelle,Light on Her Hooves
5,1,Anna*Diplomatic Queen,5,85,Emerald,Legendary,$2.42,$8.99,Anna,Diplomatic Queen
16,4,Clarabelle*Clumsy Guest,5,86,Emerald,Common,$0.10,$0.87,Clarabelle,Clumsy Guest
18,1,Banzai*Taunting Hyena,5,87,Emerald,Common,$0.07,$0.23,Banzai,Taunting Hyena
13,2,Robin Hood*Sneaky Sleuth,5,88,Emerald,Uncommon,$0.09,$0.53,Robin Hood,Sneaky Sleuth
13,1,Mother Gothel*Conceited Manipulator,5,89,Emerald,Uncommon,$0.12,$0.61,Mother Gothel,Conceited Manipulator
11,1,Clarabelle*Contented Wallflower,5,90,Emerald,Uncommon,$0.09,$0.55,Clarabelle,Contented Wallflower
10,1,Shenzi*Head Hyena,5,91,Emerald,Rare,$0.20,$0.56,Shenzi,Head Hyena
13,2,Mother Gothel*Unwavering Schemer,5,92,Emerald,Super Rare,$0.38,$2.55,Mother Gothel,Unwavering Schemer
13,0,Scar*Vengeful Lion,5,93,Emerald,Rare,$0.23,$0.43,Scar,Vengeful Lion
18,0,Hypnotic Deduction,5,94,Emerald,Common,$0.06,$0.23,Hypnotic Deduction,
21,2,Night Howler Rage,5,95,Emerald,Common,$0.06,$0.12,Night Howler Rage,
13,2,You're Welcome,5,96,Emerald,Uncommon,$0.17,$1.46,You're Welcome,
8,3,Remember Who You Are,5,97,Emerald,Rare,$0.18,$0.90,Remember Who You Are,
8,1,Prince John's Mirror,5,98,Emerald,Rare,$0.26,$1.59,Prince John's Mirror,
19,2,Obscurosphere,5,99,Emerald,Common,$0.04,$0.21,Obscurosphere,
14,2,Emerald Chromicon,5,100,Emerald,Uncommon,$0.11,$0.89,Emerald Chromicon,
13,1,Sherwood Forest*Outlaw Hideaway,5,101,Emerald,Rare,$0.31,$0.98,Sherwood Forest,Outlaw Hideaway
11,3,Tropical Rainforest*Jaguar Lair,5,102,Emerald,Uncommon,$0.06,$0.29,Tropical Rainforest,Jaguar Lair
13,5,Taffyta Muttonfudge*Ruthless Rival,5,103,Ruby,Uncommon,$0.06,$0.25,Taffyta Muttonfudge,Ruthless Rival
13,0,Wreck-It Ralph*Demolition Dude,5,104,Ruby,Rare,$0.14,$0.34,Wreck-It Ralph,Demolition Dude
11,1,Maximus*Team Champion,5,105,Ruby,Super Rare,$0.35,$1.04,Maximus,Team Champion
13,1,Turbo*Royal Hack,5,106,Ruby,Uncommon,$0.06,$0.31,Turbo,Royal Hack
4,0,Donald Duck*Pie Slinger,5,107,Ruby,Legendary,$1.79,$3.30,Donald Duck,Pie Slinger
20,4,Rancis Fluggerbutter*Chocolate Charger,5,108,Ruby,Common,$0.04,$0.15,Rancis Fluggerbutter,Chocolate Charger
15,0,Scar*Betrayer,5,109,Ruby,Uncommon,$0.07,$0.41,Scar,Betrayer
18,1,Snowanna Rainbeau*Cool Competitor,5,110,Ruby,Common,$0.05,$0.18,Snowanna Rainbeau,Cool Competitor
19,2,Daisy Duck*Spotless Food-Fighter,5,111,Ruby,Common,$0.05,$0.17,Daisy Duck,Spotless Food-Fighter
18,5,Mickey Mouse*Enthusiastic Dancer,5,112,Ruby,Common,$0.06,$0.14,Mickey Mouse,Enthusiastic Dancer
22,1,Ratigan*Raging Rat,5,113,Ruby,Common,$0.05,$0.16,Ratigan,Raging Rat
18,4,Taffyta Muttonfudge*Crowd Favorite,5,114,Ruby,Common,$0.05,$0.20,Taffyta Muttonfudge,Crowd Favorite
14,0,Denahi*Avenging Brother,5,115,Ruby,Rare,$0.11,$0.40,Denahi,Avenging Brother
9,1,Pete*Steamboat Rival,5,116,Ruby,Super Rare,$0.16,$0.68,Pete,Steamboat Rival
12,2,Taffyta Muttonfudge*Sour Speedster,5,117,Ruby,Uncommon,$0.08,$0.72,Taffyta Muttonfudge,Sour Speedster
6,0,Robin Hood*Sharpshooter,5,118,Ruby,Legendary,$4.23,$7.47,Robin Hood,Sharpshooter
12,2,Gaston*Pure Paragon,5,119,Ruby,Rare,$0.25,$0.75,Gaston,Pure Paragon
